name,color,top,left,font_size,R,G,B,cluster,cluster_name
pop,#a78b09,0.2445763873030372,0.538,160,0.6549019607843137,0.5450980392156862,0.03529411764705882,1,pop
dance pop,#b88411,0.15706782370404201,0.5666666666666667,142,0.7215686274509804,0.5176470588235295,0.06666666666666667,7,dance pop
rap,#a98404,0.2582781456953642,0.7286666666666667,140,0.6627450980392157,0.5176470588235295,0.01568627450980392,7,dance pop
rock,#b1701d,0.48449417675268325,0.3313333333333333,136,0.6941176470588235,0.4392156862745098,0.11372549019607843,5,rock
hip hop,#ac7e0b,0.28897008449417677,0.7213333333333334,132,0.6745098039215687,0.49411764705882355,0.043137254901960784,7,dance pop
urbano latino,#bf8f02,0.14839004338890158,0.7813333333333333,131,0.7490196078431373,0.5607843137254902,0.00784313725490196,7,dance pop
pop rap,#b18507,0.21032199132221968,0.6773333333333333,126,0.6941176470588235,0.5215686274509804,0.027450980392156862,7,dance pop
reggaeton,#c28d03,0.133546471797214,0.7813333333333333,126,0.7607843137254902,0.5529411764705883,0.011764705882352941,7,dance pop
edm,#c8813f,0.11696734414249829,0.526,125,0.7843137254901961,0.5058823529411764,0.24705882352941178,13,edm
latin pop,#aa8b03,0.3029458780543503,0.5453333333333333,124,0.6666666666666666,0.5450980392156862,0.011764705882352941,1,pop
trap,#a48d02,0.23854761361041332,0.718,124,0.6431372549019608,0.5529411764705883,0.00784313725490196,7,dance pop
modern rock,#bb771d,0.2625256907969856,0.304,123,0.7333333333333333,0.4666666666666667,0.11372549019607843,6,modern rock
classic rock,#98791a,0.5768897008449417,0.456,123,0.596078431372549,0.4745098039215686,0.10196078431372549,11,classic rock
r&b,#998b06,0.27435487554236127,0.6193333333333333,123,0.6,0.5450980392156862,0.023529411764705882,7,dance pop
pop dance,#c9813b,0.11459237268782826,0.5306666666666666,123,0.788235294117647,0.5058823529411764,0.23137254901960785,13,edm
musica mexicana,#988f04,0.5836492349851564,0.6666666666666666,123,0.596078431372549,0.5607843137254902,0.01568627450980392,8,musica mexicana
nueva musica mexicana,#9c8f02,0.5767526832610185,0.6746666666666666,122,0.611764705882353,0.5607843137254902,0.00784313725490196,8,musica mexicana
trap latino,#ad9602,0.2146152089518155,0.7833333333333333,121,0.6784313725490196,0.5882352941176471,0.00784313725490196,7,dance pop
permanent wave,#aa7820,0.39835578899292073,0.328,121,0.6666666666666666,0.47058823529411764,0.12549019607843137,5,rock
mellow gold,#8d830d,0.54692852249372,0.4206666666666667,121,0.5529411764705883,0.5137254901960784,0.050980392156862744,11,classic rock
post-teen pop,#ac8804,0.22895638273578442,0.506,121,0.6745098039215687,0.5333333333333333,0.01568627450980392,1,pop
tropical house,#c08733,0.11751541447819137,0.58,120,0.7529411764705882,0.5294117647058824,0.2,13,edm
alternative metal,#d45f2a,0.2860927152317881,0.21933333333333332,120,0.8313725490196079,0.37254901960784315,0.16470588235294117,6,modern rock
contemporary country,#a68801,0.29047727791733274,0.368,120,0.6509803921568628,0.5333333333333333,0.00392156862745098,1,pop
soft rock,#94820e,0.48449417675268325,0.4226666666666667,120,0.5803921568627451,0.5098039215686274,0.054901960784313725,11,classic rock
electropop,#a98a20,0.20127883078328385,0.512,120,0.6627450980392157,0.5411764705882353,0.12549019607843137,1,pop
pop rock,#ab8011,0.3316282256222882,0.3293333333333333,120,0.6705882352941176,0.5019607843137255,0.06666666666666667,1,pop
k-pop,#b48516,0.2593742863667504,0.5153333333333333,119,0.7058823529411765,0.5215686274509804,0.08627450980392157,1,pop
album rock,#ad711c,0.5092486869148207,0.314,119,0.6784313725490196,0.44313725490196076,0.10980392156862745,5,rock
canadian pop,#978a05,0.411326786937657,0.42933333333333334,119,0.592156862745098,0.5411764705882353,0.0196078431372549,1,pop
filmi,#8a8719,0.6615208951815483,0.5213333333333333,119,0.5411764705882353,0.5294117647058824,0.09803921568627451,11,classic rock
desi pop,#928514,0.6143868463119434,0.512,118,0.5725490196078431,0.5215686274509804,0.0784313725490196,11,classic rock
southern hip hop,#a98603,0.24955469285224938,0.712,118,0.6627450980392157,0.5254901960784314,0.011764705882352941,7,dance pop
country,#868b09,0.5255537794016899,0.458,118,0.5254901960784314,0.5450980392156862,0.03529411764705882,11,classic rock
indie pop,#8a8d20,0.4766385019410824,0.3893333333333333,117,0.5411764705882353,0.5529411764705883,0.12549019607843137,11,classic rock
electro house,#ce7d4e,0.09947476592829413,0.576,117,0.807843137254902,0.49019607843137253,0.3058823529411765,13,edm
corrido,#a48b01,0.5889015757022151,0.7126666666666667,117,0.6431372549019608,0.5450980392156862,0.00392156862745098,8,musica mexicana
hard rock,#c56121,0.4406485498972368,0.23733333333333334,117,0.7725490196078432,0.3803921568627451,0.12941176470588237,6,modern rock
sad sierreno,#9a9101,0.5865722767755195,0.6706666666666666,117,0.6039215686274509,0.5686274509803921,0.00392156862745098,8,musica mexicana
nu metal,#d95c26,0.25284311486640787,0.222,117,0.8509803921568627,0.3607843137254902,0.14901960784313725,6,modern rock
melodic rap,#969c02,0.2064398264443937,0.718,117,0.5882352941176471,0.611764705882353,0.00784313725490196,7,dance pop
latin hip hop,#be8604,0.1599908654944051,0.7633333333333333,117,0.7450980392156863,0.5254901960784314,0.01568627450980392,7,dance pop
modern bollywood,#9a840c,0.5268782827129481,0.5026666666666667,117,0.6039215686274509,0.5176470588235295,0.047058823529411764,8,musica mexicana
urban contemporary,#9d8607,0.25188399177894494,0.618,117,0.615686274509804,0.5254901960784314,0.027450980392156862,7,dance pop
uk pop,#989005,0.3753825074217858,0.5093333333333333,117,0.596078431372549,0.5647058823529412,0.0196078431372549,1,pop
alternative rock,#b47034,0.454258963233615,0.274,117,0.7058823529411765,0.4392156862745098,0.20392156862745098,5,rock
rock en espanol,#b07f0e,0.3046814341173784,0.4673333333333333,116,0.6901960784313725,0.4980392156862745,0.054901960784313725,1,pop
gangster rap,#ab7f05,0.25535510390500116,0.742,116,0.6705882352941176,0.4980392156862745,0.0196078431372549,7,dance pop
tropical,#a78b08,0.5650148435715917,0.7006666666666667,116,0.6549019607843137,0.5450980392156862,0.03137254901960784,8,musica mexicana
art pop,#898b45,0.4513359214432519,0.36666666666666664,116,0.5372549019607843,0.5450980392156862,0.27058823529411763,5,rock
ranchera,#7d9409,0.6076729846997031,0.5833333333333334,116,0.49019607843137253,0.5803921568627451,0.03529411764705882,8,musica mexicana
neo mellow,#8f8e08,0.4541219456496917,0.38266666666666665,115,0.5607843137254902,0.5568627450980392,0.03137254901960784,1,pop
reggaeton colombiano,#b99201,0.15766156656770952,0.7693333333333333,115,0.7254901960784313,0.5725490196078431,0.00392156862745098,7,dance pop
atl hip hop,#a28e04,0.19036309659739667,0.708,115,0.6352941176470588,0.5568627450980392,0.01568627450980392,7,dance pop
country road,#a48802,0.29166476364466776,0.38266666666666665,115,0.6431372549019608,0.5333333333333333,0.00784313725490196,1,pop
alt z,#8c9404,0.38543046357615895,0.538,115,0.5490196078431373,0.5803921568627451,0.01568627450980392,1,pop
colombian pop,#b48d01,0.2,0.668,115,0.7058823529411765,0.5529411764705883,0.00392156862745098,7,dance pop
arrocha,#bc8d00,0.3693080612011875,0.644,114,0.7372549019607844,0.5529411764705883,0.0,7,dance pop
sierreno,#999100,0.6025119890385933,0.686,114,0.6,0.5686274509803921,0.0,8,musica mexicana
adult standards,#578e25,0.8051609956611099,0.478,114,0.3411764705882353,0.5568627450980392,0.1450980392156863,9,adult standards
latin alternative,#b08012,0.2835807261931948,0.514,114,0.6901960784313725,0.5019607843137255,0.07058823529411765,1,pop
art rock,#987c35,0.536241150947705,0.3486666666666667,114,0.596078431372549,0.48627450980392156,0.20784313725490197,5,rock
norteno,#978d03,0.5951130395067367,0.7126666666666667,114,0.592156862745098,0.5529411764705883,0.011764705882352941,8,musica mexicana
new wave pop,#a67e15,0.279287508563599,0.46,114,0.6509803921568628,0.49411764705882355,0.08235294117647059,1,pop
french hip hop,#ad8805,0.4767298469970313,0.7126666666666667,114,0.6784313725490196,0.5333333333333333,0.0196078431372549,8,musica mexicana
folk rock,#7e8712,0.646494633477963,0.456,114,0.49411764705882355,0.5294117647058824,0.07058823529411765,11,classic rock
underground hip hop,#a18a0f,0.40634848138844487,0.64,114,0.6313725490196078,0.5411764705882353,0.058823529411764705,8,musica mexicana
latin rock,#b07c19,0.29737382964147063,0.4246666666666667,114,0.6901960784313725,0.48627450980392156,0.09803921568627451,1,pop
german hip hop,#a48d11,0.43740580041105276,0.7066666666666667,114,0.6431372549019608,0.5529411764705883,0.06666666666666667,8,musica mexicana
corridos tumbados,#a18e01,0.5916875999086549,0.6846666666666666,114,0.6313725490196078,0.5568627450980392,0.00392156862745098,8,musica mexicana
house,#cd7e66,0.06430691938798813,0.7286666666666667,114,0.803921568627451,0.49411764705882355,0.4,13,edm
mexican pop,#b18804,0.24000913450559488,0.5286666666666666,113,0.6941176470588235,0.5333333333333333,0.01568627450980392,1,pop
pop urbaine,#ab8e03,0.41667047271066454,0.7193333333333334,113,0.6705882352941176,0.5568627450980392,0.011764705882352941,7,dance pop
j-pop,#bb7b14,0.23544188170815256,0.3546666666666667,113,0.7333333333333333,0.4823529411764706,0.0784313725490196,1,pop
country rock,#848513,0.5825074217857958,0.4726666666666667,113,0.5176470588235295,0.5215686274509804,0.07450980392156863,11,classic rock
sertanejo universitario,#b18601,0.433980360812971,0.5566666666666666,113,0.6941176470588235,0.5254901960784314,0.00392156862745098,1,pop
soul,#728412,0.688559031742407,0.5593333333333333,113,0.4470588235294118,0.5176470588235295,0.07058823529411765,9,adult standards
europop,#b88015,0.17277917332724366,0.5106666666666667,113,0.7215686274509804,0.5019607843137255,0.08235294117647059,1,pop
metal,#d95138,0.3769810459008906,0.156,113,0.8509803921568627,0.3176470588235294,0.2196078431372549,6,modern rock
canadian contemporary r&b,#84971b,0.4395980817538251,0.5346666666666666,113,0.5176470588235295,0.592156862745098,0.10588235294117647,1,pop
latin arena pop,#af8803,0.28129709979447365,0.456,112,0.6862745098039216,0.5333333333333333,0.011764705882352941,1,pop
sertanejo,#ac8801,0.4413793103448276,0.558,112,0.6745098039215687,0.5333333333333333,0.00392156862745098,1,pop
k-pop boy group,#c77b10,0.17935601735556064,0.49,112,0.7803921568627451,0.4823529411764706,0.06274509803921569,1,pop
indie rock,#a37e3c,0.45252340717058687,0.30533333333333335,112,0.6392156862745098,0.49411764705882355,0.23529411764705882,5,rock
chicago rap,#a58c08,0.296551724137931,0.6733333333333333,112,0.6470588235294118,0.5490196078431373,0.03137254901960784,7,dance pop
post-grunge,#cb700d,0.21420415620004568,0.212,112,0.796078431372549,0.4392156862745098,0.050980392156862744,6,modern rock
neo soul,#94880c,0.3296186343914136,0.594,112,0.5803921568627451,0.5333333333333333,0.047058823529411764,1,pop
hip pop,#a58406,0.23873030372231102,0.6746666666666666,112,0.6470588235294118,0.5176470588235295,0.023529411764705882,7,dance pop
funk carioca,#b48604,0.3080612011874857,0.7893333333333333,112,0.7058823529411765,0.5254901960784314,0.01568627450980392,7,dance pop
modern alternative rock,#c07412,0.2534825302580498,0.274,112,0.7529411764705882,0.4549019607843137,0.07058823529411765,6,modern rock
reggaeton flow,#bb8f05,0.17159168759990864,0.7873333333333333,112,0.7333333333333333,0.5607843137254902,0.0196078431372549,7,dance pop
new wave,#b77427,0.2224708837634163,0.406,112,0.7176470588235294,0.4549019607843137,0.15294117647058825,1,pop
canadian hip hop,#9c9006,0.378533911852021,0.692,112,0.611764705882353,0.5647058823529412,0.023529411764705882,7,dance pop
k-pop girl group,#cb8116,0.13304407398949533,0.5926666666666667,112,0.796078431372549,0.5058823529411764,0.08627450980392157,7,dance pop
rap metal,#d95d19,0.25110755880337976,0.296,111,0.8509803921568627,0.36470588235294116,0.09803921568627451,6,modern rock
indonesian pop,#928e0e,0.4204156200045672,0.3873333333333333,111,0.5725490196078431,0.5568627450980392,0.054901960784313725,1,pop
conscious hip hop,#b0780c,0.44028316967344144,0.6946666666666667,111,0.6901960784313725,0.47058823529411764,0.047058823529411764,8,musica mexicana
stomp and holler,#838f1f,0.5768440283169673,0.35933333333333334,111,0.5137254901960784,0.5607843137254902,0.12156862745098039,11,classic rock
banda,#938d0a,0.4929435944279516,0.6593333333333333,111,0.5764705882352941,0.5529411764705883,0.0392156862745098,8,musica mexicana
sertanejo pop,#bc8701,0.3921443251883992,0.5566666666666666,111,0.7372549019607844,0.5294117647058824,0.00392156862745098,1,pop
toronto rap,#999404,0.3080612011874857,0.7066666666666667,111,0.6,0.5803921568627451,0.01568627450980392,7,dance pop
urbano mexicano,#a49008,0.28211920529801326,0.708,111,0.6431372549019608,0.5647058823529412,0.03137254901960784,7,dance pop
spanish pop,#ae8405,0.35766156656770953,0.48333333333333334,111,0.6823529411764706,0.5176470588235295,0.0196078431372549,1,pop
italian hip hop,#b48608,0.3468371774377712,0.6466666666666666,111,0.7058823529411765,0.5254901960784314,0.03137254901960784,7,dance pop
pop punk,#d06a08,0.21292532541676182,0.23266666666666666,111,0.8156862745098039,0.41568627450980394,0.03137254901960784,6,modern rock
blues rock,#977722,0.6386846311943366,0.49666666666666665,111,0.592156862745098,0.4666666666666667,0.13333333333333333,11,classic rock
indie folk,#679920,0.6443936971911395,0.38266666666666665,111,0.403921568627451,0.6,0.12549019607843137,11,classic rock
east coast hip hop,#b4710e,0.3273350079926924,0.7406666666666667,111,0.7058823529411765,0.44313725490196076,0.054901960784313725,7,dance pop
funk,#937c20,0.505503539620918,0.5926666666666667,111,0.5764705882352941,0.48627450980392156,0.12549019607843137,8,musica mexicana
trap argentino,#9a9707,0.2959123087462891,0.7326666666666667,111,0.6039215686274509,0.592156862745098,0.027450980392156862,7,dance pop
singer-songwriter,#689111,0.6805663393468828,0.4746666666666667,111,0.40784313725490196,0.5686274509803921,0.06666666666666667,11,classic rock
indie soul,#918e4b,0.32509705412194567,0.6326666666666667,111,0.5686274509803921,0.5568627450980392,0.29411764705882354,13,edm
new romantic,#b47824,0.1919616350765015,0.464,111,0.7058823529411765,0.47058823529411764,0.1411764705882353,1,pop
bedroom pop,#7f9427,0.4282712948161681,0.478,110,0.4980392156862745,0.5803921568627451,0.15294117647058825,1,pop
francoton,#b08605,0.3559260105046814,0.586,110,0.6901960784313725,0.5254901960784314,0.0196078431372549,1,pop
indie poptimism,#a78b11,0.21936515186115552,0.43133333333333335,110,0.6549019607843137,0.5450980392156862,0.06666666666666667,1,pop
slap house,#cb8237,0.10321991322219685,0.58,110,0.796078431372549,0.5098039215686274,0.21568627450980393,13,edm
alternative r&b,#908e18,0.4104133363781685,0.64,110,0.5647058823529412,0.5568627450980392,0.09411764705882353,8,musica mexicana
west coast rap,#ad7a07,0.23987211692167162,0.7733333333333333,110,0.6784313725490196,0.47843137254901963,0.027450980392156862,7,dance pop
alternative hip hop,#b07621,0.46937656999314914,0.6733333333333333,110,0.6901960784313725,0.4627450980392157,0.12941176470588237,8,musica mexicana
emo rap,#929612,0.2762731217172871,0.5453333333333333,110,0.5725490196078431,0.5882352941176471,0.07058823529411765,1,pop
quiet storm,#937e0f,0.4648549897236812,0.5593333333333333,110,0.5764705882352941,0.49411764705882355,0.058823529411764705,8,musica mexicana
psychedelic rock,#8b7720,0.5989038593286138,0.488,110,0.5450980392156862,0.4666666666666667,0.12549019607843137,11,classic rock
hoerspiel,#606500,0.7045444165334551,0.8753333333333333,110,0.3764705882352941,0.396078431372549,0.0,9,adult standards
progressive house,#cf7e72,0.08855903174240694,0.49133333333333334,110,0.8117647058823529,0.49411764705882355,0.4470588235294118,13,edm
miami hip hop,#ae8606,0.1882621603105732,0.7126666666666667,110,0.6823529411764706,0.5254901960784314,0.023529411764705882,7,dance pop
dark trap,#a48f16,0.1935601735556063,0.652,110,0.6431372549019608,0.5607843137254902,0.08627450980392157,7,dance pop
desi hip hop,#b5830c,0.3211235441881708,0.6746666666666666,110,0.7098039215686275,0.5137254901960784,0.047058823529411764,7,dance pop
boy band,#ac8303,0.16126969627768897,0.48,110,0.6745098039215687,0.5137254901960784,0.011764705882352941,1,pop
viral pop,#789907,0.5322676410139301,0.506,110,0.47058823529411764,0.6,0.027450980392156862,11,classic rock
uk dance,#c98333,0.0988353505366522,0.6386666666666667,110,0.788235294117647,0.5137254901960784,0.2,13,edm
electronica,#9d8b81,0.19095683946106418,0.576,110,0.615686274509804,0.5450980392156862,0.5058823529411764,13,edm
puerto rican pop,#b38805,0.2794245261475223,0.6193333333333333,110,0.7019607843137254,0.5333333333333333,0.0196078431372549,7,dance pop
ccm,#9c8b0d,0.3192509705412195,0.23866666666666667,110,0.611764705882353,0.5450980392156862,0.050980392156862744,5,rock
indietronica,#a98846,0.1902260790134734,0.46,110,0.6627450980392157,0.5333333333333333,0.27450980392156865,13,edm
chill r&b,#7f990b,0.4159853847910482,0.6046666666666667,110,0.4980392156862745,0.6,0.043137254901960784,8,musica mexicana
disco,#a07a16,0.38036081297099794,0.586,110,0.6274509803921569,0.47843137254901963,0.08627450980392157,1,pop
glam rock,#ac711a,0.5024434802466317,0.356,110,0.6745098039215687,0.44313725490196076,0.10196078431372549,5,rock
indie r&b,#898c17,0.46028773692623887,0.5693333333333334,110,0.5372549019607843,0.5490196078431373,0.09019607843137255,8,musica mexicana
tamil pop,#968713,0.4642155743320393,0.594,110,0.5882352941176471,0.5294117647058824,0.07450980392156863,8,musica mexicana
new french touch,#a19460,0.1471112126056177,0.6426666666666667,110,0.6313725490196078,0.5803921568627451,0.3764705882352941,13,edm
piano rock,#9a810c,0.5593971226307376,0.394,109,0.6039215686274509,0.5058823529411764,0.047058823529411764,11,classic rock
argentine rock,#a98013,0.4012331582553094,0.43133333333333335,109,0.6627450980392157,0.5019607843137255,0.07450980392156863,1,pop
punk,#d55523,0.3994519296643069,0.24933333333333332,109,0.8352941176470589,0.3333333333333333,0.13725490196078433,6,modern rock
punjabi pop,#c08105,0.36099566110984244,0.6693333333333333,109,0.7529411764705882,0.5058823529411764,0.0196078431372549,7,dance pop
sleep,#7800c7,0.796117835122174,0.06533333333333333,109,0.47058823529411764,0.0,0.7803921568627451,3,sleep
german pop,#a2840c,0.31883991778944965,0.5213333333333333,109,0.6352941176470588,0.5176470588235295,0.047058823529411764,1,pop
mpb,#7e8e16,0.6211920529801325,0.5393333333333333,109,0.49411764705882355,0.5568627450980392,0.08627450980392157,11,classic rock
argentine hip hop,#a38f09,0.32911623658369493,0.742,109,0.6392156862745098,0.5607843137254902,0.03529411764705882,7,dance pop
mexican hip hop,#a78405,0.30399634619776206,0.7446666666666667,109,0.6549019607843137,0.5176470588235295,0.0196078431372549,7,dance pop
swedish pop,#a3880a,0.3064626627083809,0.45,109,0.6392156862745098,0.5333333333333333,0.0392156862745098,1,pop
hardcore hip hop,#b4720c,0.4115094770495547,0.7286666666666667,109,0.7058823529411765,0.4470588235294118,0.047058823529411764,7,dance pop
turkish pop,#9c8810,0.39442795158712035,0.4693333333333333,109,0.611764705882353,0.5333333333333333,0.06274509803921569,1,pop
big room,#d27c4f,0.09933774834437085,0.512,109,0.8235294117647058,0.48627450980392156,0.30980392156862746,13,edm
metropopolis,#a78827,0.23982644439369719,0.35733333333333334,109,0.6549019607843137,0.5333333333333333,0.15294117647058825,1,pop
pop edm,#c78337,0.12436629367435488,0.5026666666666667,109,0.7803921568627451,0.5137254901960784,0.21568627450980393,13,edm
vapor trap,#8f9b05,0.22950445307147752,0.702,109,0.5607843137254902,0.6078431372549019,0.0196078431372549,7,dance pop
synthpop,#b5772d,0.16775519525005708,0.4726666666666667,109,0.7098039215686275,0.4666666666666667,0.17647058823529413,13,edm
detroit hip hop,#ab7f10,0.4322448047499429,0.7066666666666667,109,0.6705882352941176,0.4980392156862745,0.06274509803921569,8,musica mexicana
italian pop,#ae8907,0.29760219228134277,0.5153333333333333,109,0.6823529411764706,0.5372549019607843,0.027450980392156862,1,pop
drift phonk,#b79482,0.11459237268782826,0.6006666666666667,109,0.7176470588235294,0.5803921568627451,0.5098039215686274,13,edm
roots rock,#878517,0.5915962548527061,0.44533333333333336,109,0.5294117647058824,0.5215686274509804,0.09019607843137255,11,classic rock
trap triste,#909b07,0.34281799497602194,0.6693333333333333,109,0.5647058823529412,0.6078431372549019,0.027450980392156862,7,dance pop
social media pop,#a18e06,0.26407855674811603,0.5506666666666666,109,0.6313725490196078,0.5568627450980392,0.023529411764705882,1,pop
folk,#619211,0.7128111440968258,0.5246666666666666,109,0.3803921568627451,0.5725490196078431,0.06666666666666667,9,adult standards
nigerian pop,#b58907,0.40812970997944736,0.7126666666666667,109,0.7098039215686275,0.5372549019607843,0.027450980392156862,7,dance pop
urbano espanol,#a38f08,0.4665448732587349,0.6933333333333334,109,0.6392156862745098,0.5607843137254902,0.03137254901960784,8,musica mexicana
rap francais,#a59102,0.33802237953870745,0.7373333333333333,109,0.6470588235294118,0.5686274509803921,0.00784313725490196,7,dance pop
opm,#7a9612,0.5474765928294131,0.38066666666666665,109,0.47843137254901963,0.5882352941176471,0.07058823529411765,11,classic rock
garage rock,#c5652f,0.44795615437314457,0.2673333333333333,109,0.7725490196078432,0.396078431372549,0.1843137254901961,5,rock
worship,#908d13,0.3792646722996118,0.25333333333333335,109,0.5647058823529412,0.5529411764705883,0.07450980392156863,5,rock
polish hip hop,#b0840a,0.3704955469285225,0.696,109,0.6901960784313725,0.5176470588235295,0.0392156862745098,7,dance pop
anime,#ba792c,0.24443936971911395,0.2813333333333333,109,0.7294117647058823,0.4745098039215686,0.17254901960784313,6,modern rock
metalcore,#e65120,0.23096597396665905,0.14266666666666666,109,0.9019607843137255,0.3176470588235294,0.12549019607843137,6,modern rock
australian pop,#a3880e,0.3271066453528203,0.452,109,0.6392156862745098,0.5333333333333333,0.054901960784313725,1,pop
progressive electro house,#d07c5a,0.08732587348709751,0.576,109,0.8156862745098039,0.48627450980392156,0.35294117647058826,13,edm
deep house,#bf8275,0.061429550125599454,0.7846666666666666,109,0.7490196078431373,0.5098039215686274,0.4588235294117647,2,deep house
rap rock,#d4621c,0.21808632107787165,0.3473333333333333,109,0.8313725490196079,0.3843137254901961,0.10980392156862745,6,modern rock
dance rock,#c47229,0.12646722996117835,0.4713333333333333,109,0.7686274509803922,0.4470588235294118,0.1607843137254902,13,edm
french pop,#848d08,0.5762959579812743,0.5106666666666667,109,0.5176470588235295,0.5529411764705883,0.03137254901960784,11,classic rock
classical,#24a093,0.9590774149349166,0.26,109,0.1411764705882353,0.6274509803921569,0.5764705882352941,4,classical
lounge,#4f912e,0.8403745147293903,0.4653333333333333,109,0.30980392156862746,0.5686274509803921,0.1803921568627451,9,adult standards
heartland rock,#a6790f,0.4895181548298698,0.35333333333333333,108,0.6509803921568628,0.4745098039215686,0.058823529411764705,5,rock
talent show,#a88805,0.2664078556748116,0.41933333333333334,108,0.6588235294117647,0.5333333333333333,0.0196078431372549,1,pop
hollywood,#5e8e1e,0.7574332039278374,0.35333333333333333,108,0.3686274509803922,0.5568627450980392,0.11764705882352941,11,classic rock
pagode,#ab8003,0.5008449417675268,0.5706666666666667,108,0.6705882352941176,0.5019607843137255,0.011764705882352941,8,musica mexicana
sad lo-fi,#709a41,0.4533911852021009,0.626,108,0.4392156862745098,0.6039215686274509,0.2549019607843137,8,musica mexicana
yacht rock,#8d8419,0.4822105503539621,0.49666666666666665,108,0.5529411764705883,0.5176470588235295,0.09803921568627451,11,classic rock
folk-pop,#87910a,0.4851792646722996,0.394,108,0.5294117647058824,0.5686274509803921,0.0392156862745098,11,classic rock
british soul,#998a0f,0.2947704955469285,0.5693333333333334,108,0.6,0.5411764705882353,0.058823529411764705,1,pop
grupera,#9b9005,0.4259876684174469,0.618,108,0.6078431372549019,0.5647058823529412,0.0196078431372549,8,musica mexicana
escape room,#a5872c,0.28956382735784425,0.5813333333333334,108,0.6470588235294118,0.5294117647058824,0.17254901960784313,1,pop
christian music,#9b890d,0.3361041333637817,0.27266666666666667,108,0.6078431372549019,0.5372549019607843,0.050980392156862744,5,rock
funk mtg,#ad8607,0.36707010733044076,0.8486666666666667,108,0.6784313725490196,0.5254901960784314,0.027450980392156862,7,dance pop
italian adult pop,#8e8b08,0.5509933774834437,0.44533333333333336,108,0.5568627450980392,0.5450980392156862,0.03137254901960784,11,classic rock
trap boricua,#a79307,0.3479789906371318,0.7466666666666667,108,0.6549019607843137,0.5764705882352941,0.027450980392156862,7,dance pop
pop nacional,#ad8c05,0.3028545329984015,0.6206666666666667,108,0.6784313725490196,0.5490196078431373,0.0196078431372549,7,dance pop
pluggnb,#899f05,0.28673213062343,0.6006666666666667,108,0.5372549019607843,0.6235294117647059,0.0196078431372549,7,dance pop
alternative dance,#b7804e,0.1303037223110299,0.5026666666666667,108,0.7176470588235294,0.5019607843137255,0.3058823529411765,13,edm
j-rock,#c57019,0.2602420643982644,0.2826666666666667,108,0.7725490196078432,0.4392156862745098,0.09803921568627451,6,modern rock
lgbtq+ hip hop,#aa8414,0.2472253939255538,0.6833333333333333,108,0.6666666666666666,0.5176470588235295,0.0784313725490196,7,dance pop
contemporary r&b,#978806,0.22511989038593286,0.6073333333333333,108,0.592156862745098,0.5333333333333333,0.023529411764705882,7,dance pop
j-poprock,#c57319,0.2134733957524549,0.2946666666666667,108,0.7725490196078432,0.45098039215686275,0.09803921568627451,6,modern rock
brostep,#d67d46,0.11806348481388444,0.5333333333333333,108,0.8392156862745098,0.49019607843137253,0.27450980392156865,13,edm
mariachi,#6b992b,0.6760447590774149,0.5073333333333333,108,0.4196078431372549,0.6,0.16862745098039217,11,classic rock
sad rap,#8a9a0c,0.3121260561772094,0.6086666666666667,108,0.5411764705882353,0.6039215686274509,0.047058823529411764,7,dance pop
glam metal,#ce6016,0.35012559945192967,0.202,108,0.807843137254902,0.3764705882352941,0.08627450980392157,6,modern rock
funk metal,#cb641f,0.3118976935373373,0.334,108,0.796078431372549,0.39215686274509803,0.12156862745098039,6,modern rock
pop r&b,#939403,0.33372916190911167,0.6166666666666667,108,0.5764705882352941,0.5803921568627451,0.011764705882352941,7,dance pop
world worship,#81921a,0.4900662251655629,0.25066666666666665,108,0.5058823529411764,0.5725490196078431,0.10196078431372549,11,classic rock
brazilian rock,#ba750f,0.3569764786480932,0.39266666666666666,108,0.7294117647058823,0.4588235294117647,0.058823529411764705,1,pop
soundtrack,#3b9cc2,0.7432290477277917,0.15733333333333333,108,0.23137254901960785,0.611764705882353,0.7607843137254902,4,classical
dirty south rap,#a78603,0.21790363096597395,0.73,108,0.6549019607843137,0.5254901960784314,0.011764705882352941,7,dance pop
bolero,#68920d,0.7561543731445536,0.5646666666666667,108,0.40784313725490196,0.5725490196078431,0.050980392156862744,9,adult standards
classic soul,#7e820f,0.6427038136560859,0.5406666666666666,108,0.49411764705882355,0.5098039215686274,0.058823529411764705,11,classic rock
trap italiana,#aa9504,0.2849965745604019,0.658,108,0.6666666666666666,0.5843137254901961,0.01568627450980392,7,dance pop
gen z singer-songwriter,#6f9b02,0.5677551952500571,0.5226666666666666,108,0.43529411764705883,0.6078431372549019,0.00784313725490196,11,classic rock
uk hip hop,#ae8313,0.4500114181319936,0.702,108,0.6823529411764706,0.5137254901960784,0.07450980392156863,8,musica mexicana
lo-fi beats,#609ab3,0.5791276547156885,0.6793333333333333,108,0.3764705882352941,0.6039215686274509,0.7019607843137254,10,lo-fi beats
trap queen,#a78e03,0.1888559031742407,0.7766666666666666,108,0.6549019607843137,0.5568627450980392,0.011764705882352941,7,dance pop
mandopop,#8a9106,0.4349851564284083,0.394,107,0.5411764705882353,0.5686274509803921,0.023529411764705882,1,pop
barbadian pop,#ba860b,0.1437771180634848,0.6426666666666667,107,0.7294117647058823,0.5254901960784314,0.043137254901960784,7,dance pop
cantautor,#848d0e,0.6137931034482759,0.49133333333333334,107,0.5176470588235295,0.5529411764705883,0.054901960784313725,11,classic rock
