name,color,top,left,font_size,R,G,B,cluster,cluster_name
gumbe,#ac8916,0.33774834437086093,0.698,100,0.6745098039215687,0.5372549019607843,0.08627450980392157,7,dance pop
indie poblano,#a2803a,0.40182690111897695,0.356,100,0.6352941176470588,0.5019607843137255,0.22745098039215686,5,rock
south african modern jazz,#6a936f,0.705823247316739,0.46,100,0.41568627450980394,0.5764705882352941,0.43529411764705883,10,lo-fi beats
brass band brasileiro,#9c828e,0.49180178122859103,0.598,100,0.611764705882353,0.5098039215686274,0.5568627450980392,3,sleep
bhutanese pop,#6d9a37,0.54692852249372,0.568,100,0.42745098039215684,0.6039215686274509,0.21568627450980393,11,classic rock
latin surf rock,#cd72a4,0.34281799497602194,0.27,100,0.803921568627451,0.4470588235294118,0.6431372549019608,12,rain
fisarmonica,#889978,0.5537794016898835,0.6733333333333333,100,0.5333333333333333,0.6,0.47058823529411764,10,lo-fi beats
spanish psychedelic rock,#b37b64,0.4384562685544645,0.21066666666666667,100,0.7019607843137254,0.4823529411764706,0.39215686274509803,5,rock
oeteldonk,#976a0e,0.6471797213975794,0.58,100,0.592156862745098,0.41568627450980394,0.054901960784313725,8,musica mexicana
contemporary classical piano,#1b9cb6,0.9432290477277917,0.394,100,0.10588235294117647,0.611764705882353,0.7137254901960784,4,classical
baton rouge indie,#9d8225,0.4501941082438913,0.2986666666666667,100,0.615686274509804,0.5098039215686274,0.1450980392156863,5,rock
hazaragi pop,#927506,0.5334094542132907,0.6593333333333333,100,0.5725490196078431,0.4588235294117647,0.023529411764705882,8,musica mexicana
sacred steel,#987a62,0.6347567937885362,0.41733333333333333,100,0.596078431372549,0.47843137254901963,0.3843137254901961,3,sleep
vaikiskos dainos,#859415,0.5053208495090203,0.692,100,0.5215686274509804,0.5803921568627451,0.08235294117647059,8,musica mexicana
clawhammer banjo,#60a06a,0.7502169445078785,0.6113333333333333,100,0.3764705882352941,0.6274509803921569,0.41568627450980394,10,lo-fi beats
cypriot hip hop,#968d0f,0.4522950445307148,0.6453333333333333,100,0.5882352941176471,0.5529411764705883,0.058823529411764705,8,musica mexicana
gaita,#8d8f61,0.5200274035167847,0.186,100,0.5529411764705883,0.5607843137254902,0.3803921568627451,3,sleep
japanese classical piano,#249fc8,0.9488010961406714,0.35733333333333334,100,0.1411764705882353,0.6235294117647059,0.7843137254901961,4,classical
oulu indie,#b47621,0.396117835122174,0.25333333333333335,100,0.7058823529411765,0.4627450980392157,0.12941176470588237,5,rock
singaporean metal,#e33964,0.46809773920986525,0.126,100,0.8901960784313725,0.2235294117647059,0.39215686274509803,12,rain
canadian classical piano,#29a6d5,0.969034026033341,0.3893333333333333,100,0.1607843137254902,0.6509803921568628,0.8352941176470589,4,classical
kannada indie,#988f35,0.32176295957981277,0.622,100,0.596078431372549,0.5607843137254902,0.20784313725490197,7,dance pop
russian contemporary classical,#229a8e,0.9546015071934232,0.226,100,0.13333333333333333,0.6039215686274509,0.5568627450980392,4,classical
tongan pop,#729426,0.546380452158027,0.5966666666666667,100,0.4470588235294118,0.5803921568627451,0.14901960784313725,11,classic rock
deep italo disco,#93906a,0.323407170586892,0.6666666666666666,100,0.5764705882352941,0.5647058823529412,0.41568627450980394,13,edm
benga,#a88416,0.59287508563599,0.7166666666666667,100,0.6588235294117647,0.5176470588235295,0.08627450980392157,8,musica mexicana
slovenske chvaly,#71980c,0.6082210550353963,0.3973333333333333,100,0.44313725490196076,0.596078431372549,0.047058823529411764,11,classic rock
missouri indie,#8c8822,0.5588033797670701,0.356,100,0.5490196078431373,0.5333333333333333,0.13333333333333333,11,classic rock
finnish jazz,#718f7d,0.6704727106645353,0.436,100,0.44313725490196076,0.5607843137254902,0.49019607843137253,10,lo-fi beats
sulawesi indie,#ac8543,0.25677095227220825,0.44266666666666665,100,0.6745098039215687,0.5215686274509804,0.2627450980392157,13,edm
german orchestra,#2f9687,0.952957296186344,0.202,100,0.1843137254901961,0.5882352941176471,0.5294117647058824,4,classical
lovecraftian metal,#d25388,0.3921443251883992,0.108,100,0.8235294117647058,0.3254901960784314,0.5333333333333333,12,rain
peruvian metal,#d35d55,0.3574332039278374,0.15733333333333333,100,0.8274509803921568,0.36470588235294116,0.3333333333333333,12,rain
hong kong tv drama,#8d8f05,0.3820506965060516,0.4653333333333333,100,0.5529411764705883,0.5607843137254902,0.0196078431372549,1,pop
irish contemporary classical,#31987d,0.866225165562914,0.248,100,0.19215686274509805,0.596078431372549,0.49019607843137253,4,classical
luxembourgian pop,#67966c,0.57346426124686,0.5286666666666666,100,0.403921568627451,0.5882352941176471,0.4235294117647059,10,lo-fi beats
stubenmusik,#44ac9b,0.8567709522722082,0.7006666666666667,100,0.26666666666666666,0.6745098039215687,0.6078431372549019,10,lo-fi beats
chinese post-rock,#789593,0.5193879881251428,0.252,100,0.47058823529411764,0.5843137254901961,0.5764705882352941,3,sleep
magyar musicalek,#838b0e,0.5205298013245033,0.4726666666666667,100,0.5137254901960784,0.5450980392156862,0.054901960784313725,11,classic rock
finnish hardcore,#e3472b,0.4669559260105047,0.172,100,0.8901960784313725,0.2784313725490196,0.16862745098039217,6,modern rock
finnish experimental,#6f91b0,0.49910938570449875,0.39266666666666666,100,0.43529411764705883,0.5686274509803921,0.6901960784313725,3,sleep
fado instrumental,#6ba18e,0.7605846083580726,0.5046666666666667,100,0.4196078431372549,0.6313725490196078,0.5568627450980392,10,lo-fi beats
traditional rockabilly,#a7720f,0.672710664535282,0.5846666666666667,100,0.6549019607843137,0.4470588235294118,0.058823529411764705,8,musica mexicana
taiwan classical performance,#2f9dae,0.9083809088833067,0.35133333333333333,100,0.1843137254901961,0.615686274509804,0.6823529411764706,4,classical
latvian folk,#689621,0.6438456268554464,0.386,100,0.40784313725490196,0.5882352941176471,0.12941176470588237,11,classic rock
veena,#7e8c38,0.8160310573190226,0.5273333333333333,100,0.49411764705882355,0.5490196078431373,0.2196078431372549,9,adult standards
adelaide punk,#d95d2e,0.3579812742635305,0.20066666666666666,100,0.8509803921568627,0.36470588235294116,0.1803921568627451,6,modern rock
seychelles pop,#ab9009,0.28444850422470885,0.7266666666666667,100,0.6705882352941176,0.5647058823529412,0.03529411764705882,7,dance pop
shanghai indie,#997c51,0.5356474080840374,0.304,100,0.6,0.48627450980392156,0.3176470588235294,5,rock
rap nortista,#8d9105,0.5396209180178123,0.6846666666666666,100,0.5529411764705883,0.5686274509803921,0.0196078431372549,8,musica mexicana
rap gabonais,#9d900f,0.4506051609956611,0.7226666666666667,100,0.615686274509804,0.5647058823529412,0.058823529411764705,8,musica mexicana
greek punk,#d76533,0.28326101849737384,0.23466666666666666,100,0.8431372549019608,0.396078431372549,0.2,6,modern rock
taraneem,#71960c,0.567207124914364,0.452,100,0.44313725490196076,0.5882352941176471,0.047058823529411764,11,classic rock
vintage taiwan pop,#4e9f0c,0.7930121032199132,0.296,100,0.3058823529411765,0.6235294117647059,0.047058823529411764,0,easy listening
isle of man indie,#7a922a,0.5949760219228134,0.3546666666666667,100,0.47843137254901963,0.5725490196078431,0.16470588235294117,11,classic rock
tajik pop,#b28708,0.32395524092258504,0.5833333333333334,100,0.6980392156862745,0.5294117647058824,0.03137254901960784,7,dance pop
yoik,#54992c,0.6903402603334095,0.35333333333333333,100,0.32941176470588235,0.6,0.17254901960784313,11,classic rock
canadian shoegaze,#a47d84,0.37529116236583693,0.11533333333333333,100,0.6431372549019608,0.49019607843137253,0.5176470588235295,12,rain
women's choir,#499035,0.8670929435944279,0.18666666666666668,100,0.28627450980392155,0.5647058823529412,0.20784313725490197,0,easy listening
sundanese traditional,#5aa37a,0.8210093628682348,0.562,100,0.35294117647058826,0.6392156862745098,0.47843137254901963,10,lo-fi beats
japanese choir,#38a319,0.8180863210778717,0.41933333333333334,100,0.2196078431372549,0.6392156862745098,0.09803921568627451,0,easy listening
modern mod,#bd7522,0.30856359899520436,0.2813333333333333,100,0.7411764705882353,0.4588235294117647,0.13333333333333333,6,modern rock
ritual ambient,#7574b4,0.6154829869833295,0.13066666666666665,100,0.4588235294117647,0.4549019607843137,0.7058823529411765,3,sleep
turkish experimental,#73839d,0.5949760219228134,0.25466666666666665,100,0.45098039215686275,0.5137254901960784,0.615686274509804,3,sleep
surabaya indie,#c36f1f,0.31477506279972595,0.22466666666666665,100,0.7647058823529411,0.43529411764705883,0.12156862745098039,6,modern rock
radio symphony,#2b989a,0.936789221283398,0.19533333333333333,100,0.16862745098039217,0.596078431372549,0.6039215686274509,4,classical
brazilian metalcore,#e54f39,0.22160310573190226,0.17733333333333334,100,0.8980392156862745,0.30980392156862746,0.2235294117647059,6,modern rock
cajun,#8a8135,0.6716145238638959,0.5093333333333333,100,0.5411764705882353,0.5058823529411764,0.20784313725490197,11,classic rock
italian contemporary classical,#1c9a78,0.9412194564969171,0.26466666666666666,100,0.10980392156862745,0.6039215686274509,0.47058823529411764,4,classical
hungarian contemporary classical,#1c9e86,0.9456953642384106,0.2673333333333333,100,0.10980392156862745,0.6196078431372549,0.5254901960784314,4,classical
italian classical piano,#21a5d6,0.95683946106417,0.3893333333333333,100,0.12941176470588237,0.6470588235294118,0.8392156862745098,4,classical
metal gaucho,#de4b49,0.34455355103905,0.15133333333333332,100,0.8705882352941177,0.29411764705882354,0.28627450980392155,6,modern rock
musica morelense,#a3840b,0.5802694679150491,0.6793333333333333,100,0.6392156862745098,0.5176470588235295,0.043137254901960784,8,musica mexicana
brno indie,#998222,0.5476136104133363,0.41133333333333333,100,0.6,0.5098039215686274,0.13333333333333333,11,classic rock
dortmund indie,#bd7422,0.21292532541676182,0.33666666666666667,100,0.7411764705882353,0.4549019607843137,0.13333333333333333,6,modern rock
deep darkpsy,#eb6cb6,0.04000913450559489,0.5886666666666667,100,0.9215686274509803,0.4235294117647059,0.7137254901960784,2,deep house
musica cearense,#869119,0.506371317652432,0.5286666666666666,100,0.5254901960784314,0.5686274509803921,0.09803921568627451,11,classic rock
oriental classical,#23a091,0.9440511532313314,0.23733333333333334,100,0.13725490196078433,0.6274509803921569,0.5686274509803921,4,classical
finnish psychedelic rock,#a9797d,0.5116236583694908,0.16466666666666666,100,0.6627450980392157,0.4745098039215686,0.49019607843137253,3,sleep
djecje pjesme,#908c06,0.4300525234071706,0.5333333333333333,100,0.5647058823529412,0.5490196078431373,0.023529411764705882,1,pop
spanish post-rock,#a186aa,0.4056177209408541,0.18333333333333332,100,0.6313725490196078,0.5254901960784314,0.6666666666666666,3,sleep
balalaika,#649181,0.8064398264443937,0.4693333333333333,100,0.39215686274509803,0.5686274509803921,0.5058823529411764,10,lo-fi beats
turkish death metal,#e5408f,0.36241150947704953,0.11333333333333333,100,0.8980392156862745,0.25098039215686274,0.5607843137254902,12,rain
belgian post-rock,#858fa3,0.46362183146837177,0.22466666666666665,100,0.5215686274509804,0.5607843137254902,0.6392156862745098,3,sleep
folk metal latinoamericano,#ce6735,0.3853847910481845,0.16866666666666666,100,0.807843137254902,0.403921568627451,0.20784313725490197,6,modern rock
san antonio indie,#ae7a3d,0.442932176295958,0.278,100,0.6823529411764706,0.47843137254901963,0.23921568627450981,5,rock
cambridge choir,#25964b,0.9630052523407171,0.12733333333333333,100,0.1450980392156863,0.5882352941176471,0.29411764705882354,0,easy listening
nubian traditional,#878738,0.5991322219684859,0.6006666666666667,100,0.5294117647058824,0.5294117647058824,0.2196078431372549,8,musica mexicana
brazilian experimental,#86849c,0.5052751769810458,0.43133333333333335,100,0.5254901960784314,0.5176470588235295,0.611764705882353,3,sleep
serbian folk,#8d8c14,0.663210778716602,0.368,100,0.5529411764705883,0.5490196078431373,0.0784313725490196,11,classic rock
malang punk,#e15e18,0.21087006165791278,0.202,100,0.8823529411764706,0.3686274509803922,0.09411764705882353,6,modern rock
bosstown sound,#90842c,0.6189540991093857,0.386,100,0.5647058823529412,0.5176470588235295,0.17254901960784313,11,classic rock
aberdeen indie,#a28026,0.43676638501941084,0.26466666666666666,100,0.6352941176470588,0.5019607843137255,0.14901960784313725,5,rock
austrian punk,#df5d19,0.2400548070335693,0.22333333333333333,100,0.8745098039215686,0.36470588235294116,0.09803921568627451,6,modern rock
downtempo fusion,#8f8f8b,0.25731902260790135,0.48333333333333334,100,0.5607843137254902,0.5607843137254902,0.5450980392156862,13,edm
irish black metal,#c95080,0.45640557204841287,0.05466666666666667,100,0.788235294117647,0.3137254901960784,0.5019607843137255,12,rain
swedish emo,#bd6f3d,0.4181776661338205,0.13,100,0.7411764705882353,0.43529411764705883,0.23921568627450981,6,modern rock
neo-industrial rock,#cf664c,0.11089289792189998,0.30533333333333335,100,0.8117647058823529,0.4,0.2980392156862745,6,modern rock
electroacoustic improvisation,#597785,0.719844713404887,0.2613333333333333,100,0.34901960784313724,0.4666666666666667,0.5215686274509804,3,sleep
musica campista,#9c8513,0.44854989723681205,0.436,100,0.611764705882353,0.5215686274509804,0.07450980392156863,1,pop
korean musicals,#7a9613,0.626855446448961,0.31266666666666665,100,0.47843137254901963,0.5882352941176471,0.07450980392156863,11,classic rock
irish flute,#51aba1,0.830965973966659,0.39266666666666666,100,0.3176470588235294,0.6705882352941176,0.6313725490196078,4,classical
australian shoegaze,#ab7e95,0.38935830098195934,0.11066666666666666,100,0.6705882352941176,0.49411764705882355,0.5843137254901961,12,rain
modern chamber music,#38a397,0.8656314226992464,0.328,100,0.2196078431372549,0.6392156862745098,0.592156862745098,4,classical
wrock,#7a8811,0.5491664763644668,0.5593333333333333,100,0.47843137254901963,0.5333333333333333,0.06666666666666667,11,classic rock
classic latvian pop,#728e25,0.6234756793788536,0.5166666666666667,100,0.4470588235294118,0.5568627450980392,0.1450980392156863,11,classic rock
french renaissance,#26a462,0.9451472939027176,0.23266666666666666,100,0.14901960784313725,0.6431372549019608,0.3843137254901961,0,easy listening
volkstumliche musik,#b7820e,0.27860242064398266,0.5346666666666666,100,0.7176470588235294,0.5098039215686274,0.054901960784313725,1,pop
faroese folk,#499c30,0.7458323818223339,0.3973333333333333,100,0.28627450980392155,0.611764705882353,0.18823529411764706,0,easy listening
swedish ebm,#d77464,0.04370860927152318,0.63,100,0.8431372549019608,0.4549019607843137,0.39215686274509803,13,edm
coldwave,#a98368,0.2081753825074218,0.38266666666666665,100,0.6627450980392157,0.5137254901960784,0.40784313725490196,13,edm
konkani pop,#9a8d09,0.3154601507193423,0.6326666666666667,100,0.6039215686274509,0.5529411764705883,0.03529411764705882,7,dance pop
rap guineen,#b38e09,0.47225393925553777,0.73,100,0.7019607843137254,0.5568627450980392,0.03529411764705882,8,musica mexicana
musique urbaine brazzaville,#a68d1a,0.46882849965745604,0.7066666666666667,100,0.6509803921568628,0.5529411764705883,0.10196078431372549,8,musica mexicana
chamame brasilero,#9e8a17,0.4552637588490523,0.6073333333333333,100,0.6196078431372549,0.5411764705882353,0.09019607843137255,8,musica mexicana
kompa chretien,#a88c0b,0.37369262388673213,0.498,100,0.6588235294117647,0.5490196078431373,0.043137254901960784,1,pop
west virginia metal,#d65e6f,0.41648778259876684,0.15866666666666668,100,0.8392156862745098,0.3686274509803922,0.43529411764705883,12,rain
tuvan folk,#5a8f33,0.7703128568166248,0.3,100,0.35294117647058826,0.5607843137254902,0.2,0,easy listening
wuhan indie,#9d883c,0.3825987668417447,0.324,100,0.615686274509804,0.5333333333333333,0.23529411764705882,5,rock
irish trap,#8f9611,0.2912537108928979,0.652,100,0.5607843137254902,0.5882352941176471,0.06666666666666667,7,dance pop
rap mocambicana,#9a9207,0.507010733044074,0.696,100,0.6039215686274509,0.5725490196078431,0.027450980392156862,8,musica mexicana
vintage norwegian pop,#449e16,0.8542132907056406,0.5606666666666666,100,0.26666666666666666,0.6196078431372549,0.08627450980392157,9,adult standards
bernu dziesmas,#719a24,0.49801324503311256,0.6033333333333334,100,0.44313725490196076,0.6039215686274509,0.1411764705882353,8,musica mexicana
sda choir,#808d01,0.5452386389586663,0.5633333333333334,100,0.5019607843137255,0.5529411764705883,0.00392156862745098,8,musica mexicana
jazz tico,#6b996a,0.6766385019410824,0.542,100,0.4196078431372549,0.6,0.41568627450980394,10,lo-fi beats
vaudeville,#479123,0.9303493948390044,0.698,100,0.2784313725490196,0.5686274509803921,0.13725490196078433,9,adult standards
ohio hardcore,#dd4645,0.5082895638273578,0.15733333333333333,100,0.8666666666666667,0.27450980392156865,0.27058823529411763,12,rain
sotalaulut,#71852a,0.6979218999771637,0.5046666666666667,100,0.44313725490196076,0.5215686274509804,0.16470588235294117,11,classic rock
traditional southern folk,#508a31,0.8800182690111897,0.6706666666666666,100,0.3137254901960784,0.5411764705882353,0.19215686274509805,9,adult standards
viet edm,#b78c50,0.13249600365380224,0.5566666666666666,100,0.7176470588235294,0.5490196078431373,0.3137254901960784,13,edm
tamburica,#88920c,0.6569993149120804,0.3413333333333333,100,0.5333333333333333,0.5725490196078431,0.047058823529411764,11,classic rock
rock alagoano,#b77b1a,0.2955469285224937,0.3606666666666667,100,0.7176470588235294,0.4823529411764706,0.10196078431372549,1,pop
nagaland indie,#8e9207,0.39100251198903857,0.5106666666666667,100,0.5568627450980392,0.5725490196078431,0.027450980392156862,1,pop
cifteli,#a98004,0.6251655629139072,0.5026666666666667,100,0.6627450980392157,0.5019607843137255,0.01568627450980392,8,musica mexicana
vintage spanish pop,#5c8f1c,0.8800182690111897,0.562,100,0.3607843137254902,0.5607843137254902,0.10980392156862745,9,adult standards
croatian metal,#db5c30,0.23891299383420872,0.19666666666666666,100,0.8588235294117647,0.3607843137254902,0.18823529411764706,6,modern rock
tarantella,#a68216,0.49403973509933774,0.454,100,0.6509803921568628,0.5098039215686274,0.08627450980392157,1,pop
wisconsin metal,#e34c56,0.3225850650833524,0.15533333333333332,100,0.8901960784313725,0.2980392156862745,0.33725490196078434,12,rain
covertrance,#ba864c,0.11198903859328614,0.554,100,0.7294117647058823,0.5254901960784314,0.2980392156862745,13,edm
coptic hymn,#469c07,0.7924640328842202,0.3413333333333333,100,0.27450980392156865,0.611764705882353,0.027450980392156862,0,easy listening
syro-aramaic chant,#35ac19,0.8839004338890157,0.24133333333333334,100,0.20784313725490197,0.6745098039215687,0.09803921568627451,0,easy listening
jazz chileno,#748f7b,0.7213062343000685,0.5106666666666667,100,0.4549019607843137,0.5607843137254902,0.4823529411764706,10,lo-fi beats
chamber choir,#219c44,0.9806348481388445,0.08133333333333333,100,0.12941176470588237,0.611764705882353,0.26666666666666666,0,easy listening
drone rock,#8e74b6,0.581228591002512,0.08933333333333333,100,0.5568627450980392,0.4549019607843137,0.7137254901960784,3,sleep
indie sudcaliforniano,#9b8719,0.3860698789678009,0.5466666666666666,100,0.6078431372549019,0.5294117647058824,0.09803921568627451,1,pop
russian orchestra,#309ab6,0.9384791048184516,0.178,100,0.18823529411764706,0.6039215686274509,0.7137254901960784,4,classical
italian hardcore,#e74047,0.45910025119890385,0.15866666666666668,100,0.9058823529411765,0.25098039215686274,0.2784313725490196,12,rain
rap malien,#b18c03,0.3285224937200274,0.7813333333333333,100,0.6941176470588235,0.5490196078431373,0.011764705882352941,7,dance pop
karbi pop,#9a9609,0.3059145923726878,0.5026666666666667,100,0.6039215686274509,0.5882352941176471,0.03529411764705882,1,pop
paraguayan indie,#a18621,0.33217629595798126,0.436,100,0.6313725490196078,0.5254901960784314,0.12941176470588237,1,pop
ancient mediterranean,#38a996,0.8455355103905001,0.552,100,0.2196078431372549,0.6627450980392157,0.5882352941176471,10,lo-fi beats
rotterdam indie,#ad7b2d,0.42877369262388676,0.284,100,0.6784313725490196,0.4823529411764706,0.17647058823529413,5,rock
chinese post-punk,#bb7672,0.3282484585521809,0.266,100,0.7333333333333333,0.4627450980392157,0.4470588235294118,12,rain
viola,#24a38e,0.9688970084494177,0.22066666666666668,100,0.1411764705882353,0.6392156862745098,0.5568627450980392,4,classical
firenze indie,#b17d2c,0.37757478876455813,0.32666666666666666,100,0.6941176470588235,0.49019607843137253,0.17254901960784313,5,rock
new brunswick indie,#8d8b1d,0.5094313770267185,0.384,100,0.5529411764705883,0.5450980392156862,0.11372549019607843,11,classic rock
folclore portugues,#838e13,0.5700844941767527,0.5246666666666666,100,0.5137254901960784,0.5568627450980392,0.07450980392156863,11,classic rock
decije pesme,#998812,0.44946334779630054,0.6993333333333334,100,0.6,0.5333333333333333,0.07058823529411765,8,musica mexicana
dutch underground hip hop,#b27d0a,0.5222196848595569,0.668,100,0.6980392156862745,0.49019607843137253,0.0392156862745098,8,musica mexicana
colombian electronic,#b98bcf,0.06371317652432062,0.7166666666666667,100,0.7254901960784313,0.5450980392156862,0.8117647058823529,2,deep house
russian power metal,#db6517,0.1998173098881023,0.17066666666666666,100,0.8588235294117647,0.396078431372549,0.09019607843137255,6,modern rock
japanese black metal,#c44d81,0.4457182005023978,0.05466666666666667,100,0.7686274509803922,0.30196078431372547,0.5058823529411764,12,rain
indonesian neo-psychedelia,#a78046,0.4142498287280201,0.244,100,0.6549019607843137,0.5019607843137255,0.27450980392156865,5,rock
svensk indie,#a78228,0.41242292760904314,0.2906666666666667,100,0.6549019607843137,0.5098039215686274,0.1568627450980392,5,rock
grisly death metal,#e9418a,0.3601735556063028,0.106,100,0.9137254901960784,0.2549019607843137,0.5411764705882353,12,rain
pilates,#4691a6,0.7135419045444166,0.256,100,0.27450980392156865,0.5686274509803921,0.6509803921568628,4,classical
cuban electronic,#cb7b90,0.08508791961635076,0.6346666666666667,100,0.796078431372549,0.4823529411764706,0.5647058823529412,2,deep house
musica sergipana,#938c19,0.4408312400091345,0.488,100,0.5764705882352941,0.5490196078431373,0.09803921568627451,1,pop
bulgarian indie,#968b49,0.3591687599908655,0.41533333333333333,100,0.5882352941176471,0.5450980392156862,0.28627450980392155,5,rock
grunge revival,#c56b2d,0.2884220141584837,0.17733333333333334,100,0.7725490196078432,0.4196078431372549,0.17647058823529413,6,modern rock
goa trance,#dd7cbf,0.04064854989723681,0.5786666666666667,100,0.8666666666666667,0.48627450980392156,0.7490196078431373,2,deep house
baithak gana,#a98217,0.4282712948161681,0.558,100,0.6627450980392157,0.5098039215686274,0.09019607843137255,1,pop
historically informed performance,#26a157,0.898058917561087,0.2866666666666667,100,0.14901960784313725,0.6313725490196078,0.3411764705882353,0,easy listening
indie boliviano,#948e3c,0.33327243662936745,0.49666666666666665,100,0.5803921568627451,0.5568627450980392,0.23529411764705882,1,pop
spanish blues,#a38127,0.49234985156428407,0.49133333333333334,100,0.6392156862745098,0.5058823529411764,0.15294117647058825,1,pop
indie trujillano,#aa7f3f,0.3792646722996118,0.3313333333333333,100,0.6666666666666666,0.4980392156862745,0.24705882352941178,5,rock
eastern bloc groove,#87843e,0.626855446448961,0.4226666666666667,100,0.5294117647058824,0.5176470588235295,0.24313725490196078,11,classic rock
musique concrete,#48747d,0.8521580269467915,0.2853333333333333,100,0.2823529411764706,0.4549019607843137,0.49019607843137253,4,classical
occult black metal,#d03590,0.48161680749029456,0.028,100,0.8156862745098039,0.20784313725490197,0.5647058823529412,12,rain
trekkspill,#6e9f5b,0.6364466773235898,0.452,100,0.43137254901960786,0.6235294117647059,0.3568627450980392,10,lo-fi beats
indian ambient,#699dc3,0.5492578214204156,0.23,100,0.4117647058823529,0.615686274509804,0.7647058823529411,3,sleep
marrabenta,#a48617,0.4884220141584837,0.654,100,0.6431372549019608,0.5254901960784314,0.09019607843137255,8,musica mexicana
arkansas metal,#cb5b57,0.42603334094542133,0.13666666666666666,100,0.796078431372549,0.3568627450980392,0.3411764705882353,12,rain
chinese metal,#c76a5d,0.22379538707467458,0.20333333333333334,100,0.7803921568627451,0.41568627450980394,0.36470588235294116,6,modern rock
karen pop,#859f02,0.4006850879196164,0.5733333333333334,100,0.5215686274509804,0.6235294117647059,0.00784313725490196,1,pop
canzone siciliane,#978719,0.4121488924411966,0.598,100,0.592156862745098,0.5294117647058824,0.09803921568627451,8,musica mexicana
german shoegaze,#a57e72,0.3529572961863439,0.156,100,0.6470588235294118,0.49411764705882355,0.4470588235294118,12,rain
bahamian folk,#62882d,0.7819593514501028,0.742,100,0.3843137254901961,0.5333333333333333,0.17647058823529413,9,adult standards
pops orchestra,#43969a,0.8219228134277232,0.20466666666666666,100,0.2627450980392157,0.5882352941176471,0.6039215686274509,4,classical
indian violin,#838975,0.8232473167389815,0.5246666666666666,100,0.5137254901960784,0.5372549019607843,0.4588235294117647,10,lo-fi beats
lagu karo,#a1920d,0.3104361726421557,0.48133333333333334,100,0.6313725490196078,0.5725490196078431,0.050980392156862744,1,pop
myanmar gospel,#968e07,0.5571591687599908,0.31933333333333336,100,0.5882352941176471,0.5568627450980392,0.027450980392156862,11,classic rock
pinoy shoegaze,#8f8b7d,0.42767755195250057,0.218,100,0.5607843137254902,0.5450980392156862,0.49019607843137253,3,sleep
indie paraense,#879228,0.3831925097054122,0.5013333333333333,100,0.5294117647058824,0.5725490196078431,0.1568627450980392,1,pop
musica menorquina,#7c8f1b,0.6415620004567253,0.49666666666666665,100,0.48627450980392156,0.5607843137254902,0.10588235294117647,11,classic rock
russian black metal,#c45396,0.3769810459008906,0.03866666666666667,100,0.7686274509803922,0.3254901960784314,0.5882352941176471,12,rain
ryukoka,#49a010,0.8890614295501256,0.38066666666666665,100,0.28627450980392155,0.6274509803921569,0.06274509803921569,0,easy listening
andalusian classical,#5a9917,0.7819593514501028,0.37466666666666665,100,0.35294117647058826,0.6,0.09019607843137255,11,classic rock
jazz dominicano,#a18747,0.5520438456268555,0.6493333333333333,100,0.6313725490196078,0.5294117647058824,0.2784313725490196,8,musica mexicana
diy pop punk,#de5a1a,0.28380908883306694,0.22466666666666665,100,0.8705882352941177,0.35294117647058826,0.10196078431372549,6,modern rock
indonesian shoegaze,#b87d7b,0.26362183146837176,0.16266666666666665,100,0.7215686274509804,0.49019607843137253,0.4823529411764706,12,rain
sarod,#728d99,0.858460835807262,0.5593333333333333,100,0.4470588235294118,0.5529411764705883,0.6,10,lo-fi beats
st petersburg fl indie,#9f8329,0.48782827129481615,0.29733333333333334,100,0.6235294117647059,0.5137254901960784,0.1607843137254902,5,rock
libyan hip hop,#988d0c,0.5272436629367435,0.712,100,0.596078431372549,0.5529411764705883,0.047058823529411764,8,musica mexicana
combos nacionales,#ac910f,0.5115323133135419,0.7433333333333333,100,0.6745098039215687,0.5686274509803921,0.058823529411764705,8,musica mexicana
rock catracho,#b77b14,0.3955697647864809,0.3413333333333333,100,0.7176470588235294,0.4823529411764706,0.0784313725490196,5,rock
classic ukrainian pop,#928608,0.6093171957067823,0.396,100,0.5725490196078431,0.5254901960784314,0.03137254901960784,11,classic rock
colombian hardcore,#e35228,0.353505366522037,0.19933333333333333,100,0.8901960784313725,0.3215686274509804,0.1568627450980392,6,modern rock
belgian stoner rock,#c66659,0.3825987668417447,0.136,100,0.7764705882352941,0.4,0.34901960784313724,12,rain
dark minimal techno,#bc8cd3,0.02036994747659283,0.792,100,0.7372549019607844,0.5490196078431373,0.8274509803921568,2,deep house
musica folk asturiana,#8f9132,0.5446905686229733,0.23866666666666667,100,0.5607843137254902,0.5686274509803921,0.19607843137254902,5,rock
austrian orchestra,#359480,0.9435030828956382,0.24533333333333332,100,0.20784313725490197,0.5803921568627451,0.5019607843137255,4,classical
japanese hardcore,#e73c5a,0.4732587348709751,0.13333333333333333,100,0.9058823529411765,0.23529411764705882,0.35294117647058826,12,rain
musica prehispanica,#688d7a,0.5694907513130851,0.5346666666666666,100,0.40784313725490196,0.5529411764705883,0.47843137254901963,10,lo-fi beats
spanish classical piano,#22a6b4,0.9703128568166248,0.378,100,0.13333333333333333,0.6509803921568628,0.7058823529411765,4,classical
rominimal,#a798d9,0.0012788307832838548,1.0,100,0.6549019607843137,0.596078431372549,0.8509803921568627,2,deep house
irish underground rap,#a18429,0.5239095683946107,0.6413333333333333,100,0.6313725490196078,0.5176470588235295,0.1607843137254902,8,musica mexicana
